QTD_OBS,MINLAT,MAXLAT,MINLONG,MAXLONG,COBERTURA_TEMPORAL,QTD_OBS_SILVICULTURE,QTD_OBS_SOY_COTTON,QTD_OBS_FALLOW_COTTON,QTD_OBS_SOY_FALLOW,QTD_OBS_PASTURE,QTD_OBS_SOY_CORN,QTD_OBS_ROCKY_SAVANNA,QTD_OBS_DUNES,QTD_OBS_DENSE_WOODLAND,QTD_OBS_SAVANNA_PARKLAND,QTD_OBS_MILLET_COTTON,QTD_OBS_SAVANNA
50160,-17437,-2.45553241898891,-59306,-42.8283755102876,20000828_TO_20190901,423,4124,630,2098,7206,4971,8005,550,9966,2699,316,9172
